"physeq","agg_level","filtTax","filtTaxPar","filtSamp","filtSampPar","samples_agglo","ASVs_agglo","samples_IBS","ASVs_IBS","samples_H","ASVs_H","samples_filtered_IBS","ASVs_filtered_IBS","samples_filtered_H","ASVs_filtered_H"
"zhu","Order","highestVar",150,"totalReads",500,29,38,15,35,14,20,15,17,14,17
"zhu","Family","highestVar",40,"totalReads",0,29,62,15,53,14,39,15,30,14,30
"zhu","Family","highestVar",40,"totalReads",500,29,62,15,53,14,39,15,30,14,30
"zhu","Family","highestVar",100,"totalReads",0,29,62,15,53,14,39,15,30,14,30
"zhu","Family","highestVar",100,"totalReads",500,29,62,15,53,14,39,15,30,14,30
"zhu","Family","highestVar",150,"totalReads",0,29,62,15,53,14,39,15,30,14,30
"zhu","Family","highestVar",150,"totalReads",500,29,62,15,53,14,39,15,30,14,30
"zhu","Genus","highestVar",40,"totalReads",0,29,172,15,150,14,98,15,28,14,28
"zhu","Genus","highestVar",40,"totalReads",500,29,172,15,150,14,98,15,28,14,28
"zhu","Genus","highestVar",100,"totalReads",0,29,172,15,150,14,98,15,76,14,76
"zhu","Genus","highestVar",100,"totalReads",500,29,172,15,150,14,98,15,76,14,76
"zhu","Genus","highestVar",150,"totalReads",0,29,172,15,150,14,98,15,76,14,76
"zhu","Genus","highestVar",150,"totalReads",500,29,172,15,150,14,98,15,76,14,76
"zhuang","Class","highestVar",40,"totalReads",0,30,15,20,15,10,12,20,12,10,12
"zhuang","Class","highestVar",40,"totalReads",500,30,15,20,15,10,12,20,12,10,12
"zhuang","Class","highestVar",100,"totalReads",0,30,15,20,15,10,12,20,12,10,12
"zhuang","Class","highestVar",100,"totalReads",500,30,15,20,15,10,12,20,12,10,12
"zhuang","Class","highestVar",150,"totalReads",0,30,15,20,15,10,12,20,12,10,12
"zhuang","Class","highestVar",150,"totalReads",500,30,15,20,15,10,12,20,12,10,12
"zhuang","Phylum","highestVar",40,"totalReads",0,30,9,20,9,10,8,20,8,10,8
"zhuang","Phylum","highestVar",40,"totalReads",500,30,9,20,9,10,8,20,8,10,8
"zhuang","Phylum","highestVar",100,"totalReads",0,30,9,20,9,10,8,20,8,10,8
"zhuang","Phylum","highestVar",100,"totalReads",500,30,9,20,9,10,8,20,8,10,8
"zhuang","Phylum","highestVar",150,"totalReads",0,30,9,20,9,10,8,20,8,10,8
"zhuang","Phylum","highestVar",150,"totalReads",500,30,9,20,9,10,8,20,8,10,8
"zhuang","Order","highestVar",40,"totalReads",0,30,35,20,34,10,23,20,22,10,22
"zhuang","Order","highestVar",40,"totalReads",500,30,35,20,34,10,23,20,22,10,22
"zhuang","Order","highestVar",100,"totalReads",0,30,35,20,34,10,23,20,22,10,22
"zhuang","Order","highestVar",100,"totalReads",500,30,35,20,34,10,23,20,22,10,22
"zhuang","Order","highestVar",150,"totalReads",0,30,35,20,34,10,23,20,22,10,22
"zhuang","Order","highestVar",150,"totalReads",500,30,35,20,34,10,23,20,22,10,22
"zhuang","Family","highestVar",40,"totalReads",0,30,62,20,59,10,40,20,37,10,37
"zhuang","Family","highestVar",40,"totalReads",500,30,62,20,59,10,40,20,37,10,37
"zhuang","Family","highestVar",100,"totalReads",0,30,62,20,59,10,40,20,37,10,37
"zhuang","Family","highestVar",100,"totalReads",500,30,62,20,59,10,40,20,37,10,37
"zhuang","Family","highestVar",150,"totalReads",0,30,62,20,59,10,40,20,37,10,37
"zhuang","Family","highestVar",150,"totalReads",500,30,62,20,59,10,40,20,37,10,37
"zhuang","Genus","highestVar",40,"totalReads",0,30,159,20,147,10,98,20,33,10,33
"zhuang","Genus","highestVar",40,"totalReads",500,30,159,20,147,10,98,20,33,10,33
"zhuang","Genus","highestVar",100,"totalReads",0,30,159,20,147,10,98,20,86,10,86
"zhuang","Genus","highestVar",100,"totalReads",500,30,159,20,147,10,98,20,86,10,86
"zhuang","Genus","highestVar",150,"totalReads",0,30,159,20,147,10,98,20,86,10,86
"zhuang","Genus","highestVar",150,"totalReads",500,30,159,20,147,10,98,20,86,10,86
